ranking_dea,cod_ibge,Município,UF,População_2022,eficiencia_dea,phi_expansao_outputs,eficiente,benchmarks_sugeridos,tipo_benchmark,risco_inundacao,risco_deslizamento,exposicao_domicilios_risco,saneamento_resiliente,gestao_risco,governanca_investimento_adaptativo,agua,esgoto,tratamento_esgoto,infraestrutura,politica_ambiental,risco_composto,grupo_prioridade,cluster_kmeans,classe_inundacao,classe_deslizamento,risco_percentil,ineficiencia_percentil,indice_prioridade,eficiencia_pred_rf
645,3508702,Caconde,SP,17101,0.27540992927748376,3.630951152064202,False,Dumont; Santópolis do Aguapeí; Leme,similaridade,0.71,0.72,0.0,47.31,4,20.0,68.18,59.64,14.11,0.0,40,0.715,alto risco/baixa eficiência,4,Alto,Alto,0.9658914728682171,1.0,0.9658914728682171,0.4670971559495693
640,3532405,Nazaré Paulista,SP,18217,0.3670883857521788,2.724139577314493,False,Dumont; Santópolis do Aguapeí; Paulo de Faria,similaridade,0.72,0.66,0.0,55.01,0,10.0,43.42,24.41,97.2,0.0,20,0.69,alto risco/baixa eficiência,4,Alto,Alto,0.9503875968992248,0.9922480620155039,0.9430202511868278,0.4264078174819011
617,3502507,Aparecida,SP,32569,0.4853299533874914,2.0604539097993646,False,Leme; São Simão; São Joaquim da Barra,similaridade,0.75,0.78,0.0,61.43,36,30.05965498611652,98.55,85.74,0.0,0.119309972233042,60,0.765,alto risco/baixa eficiência,4,Alto,Alto,0.9837209302325581,0.9565891472868217,0.9410167658193618,0.5259321936639229
606,3539103,Pirapora do Bom Jesus,SP,18370,0.5194429708222812,1.9251391513047031,False,Leme; Dumont; Santópolis do Aguapeí,similaridade,0.76,0.66,0.0,65.84,12,20.0,89.38,77.24,30.9,0.0,40,0.71,alto risco/baixa eficiência,4,Alto,Alto,0.9635658914728682,0.9395348837209302,0.9053037678024156,0.5603407282829848
607,3516309,Francisco Morato,SP,165139,0.516583787618608,1.935794393799862,False,Leme; Pompéia; São Simão,similaridade,0.71,0.68,100.0,60.116666666666674,40,32.03040544785215,97.68,80.37,2.3,4.06081089570429,60,0.6950000000000001,alto risco/baixa eficiência,2,Alto,Alto,0.9573643410852714,0.9410852713178295,0.9009614806802476,0.6288620558744172
581,3513405,Cruzeiro,SP,74961,0.5698074647546549,1.7549787636260177,False,Leme; São Simão; São Joaquim da Barra,similaridade,0.82,0.79,0.0,67.02,16,41.26932693394982,100.0,97.45,3.61,2.53865386789964,80,0.8049999999999999,alto risco/baixa eficiência,4,Muito alto,Alto,0.9968992248062015,0.9007751937984496,0.8979820924223304,0.6181615614876723
594,3542107,Rafard,SP,8965,0.5347769041303524,1.8699386459596412,False,Leme; Dumont; Santópolis do Aguapeí,similaridade,0.78,0.69,0.0,66.93,16,10.0,95.12,95.12,10.55,0.0,20,0.735,alto risco/baixa eficiência,4,Alto,Alto,0.9736434108527132,0.9209302325581395,0.8966576527852894,0.5356207358735557
618,3556404,Vargem Grande do Sul,SP,40133,0.48352311481621824,2.068153454008272,False,Santópolis do Aguapeí; Dumont; São Simão,similaridade,0.67,0.68,51.0,63.28666666666667,4,24.653352766016262,94.93,94.93,0.0,9.30670553203252,40,0.675,alto risco/baixa eficiência,4,Alto,Alto,0.9263565891472868,0.958139534883721,0.8875788714620515,0.5358624487524687
604,3540754,Potim,SP,20392,0.5198920126954016,1.9234763673622501,False,São Simão; São Joaquim da Barra; Leme,similaridade,0.67,0.7,0.0,60.0,12,40.0,100.0,80.0,0.0,0.0,80,0.685,alto risco/baixa eficiência,4,Alto,Alto,0.9410852713178295,0.9364341085271318,0.8812643470945256,0.5353825840787589
603,3505609,Barrinha,SP,32092,0.5206621826449414,1.920631137295287,False,Dumont; Paulo de Faria; Terra Roxa,similaridade,0.76,0.61,0.0,65.92666666666666,12,0.0,98.89,98.89,0.0,0.0,0,0.685,alto risco/baixa eficiência,4,Alto,Alto,0.9410852713178295,0.9348837209302325,0.8798053001622499,0.5465678660667278
600,3508801,Cafelândia,SP,16654,0.5229130352406214,1.9123638781348113,False,Dumont; Paulo de Faria; Santópolis do Aguapeí,similaridade,0.71,0.64,30.0,66.08666666666666,0,2.877988717317285,100.0,98.26,0.0,5.75597743463457,0,0.675,alto risco/baixa eficiência,4,Alto,Alto,0.9263565891472868,0.9302325581395349,0.8617270596718947,0.545998731290114
636,3549607,São José do Barreiro,SP,3853,0.40398382529257076,2.4753466287314496,False,Santópolis do Aguapeí; São Simão; Nova Europa,similaridade,0.65,0.62,0.0,47.34,8,31.24755311530198,71.65,70.37,0.0,2.49510623060396,60,0.635,alto risco/baixa eficiência,4,Alto,Alto,0.8736434108527131,0.986046511627907,0.8614530376780242,0.48667515125626687
639,3526209,Juquitiba,SP,27404,0.38986712276424884,2.5649764794470657,False,Leme; Terra Roxa; Dumont,similaridade,0.54,0.67,31.0,56.339999999999996,24,23.48061966805292,49.46,19.56,100.0,6.96123933610584,40,0.605,alto risco/baixa eficiência,4,Médio,Alto,0.8496124031007752,0.9906976744186047,0.8417090319091401,0.4293399320369054
586,3501707,Américo Brasiliense,SP,33019,0.55521587971778,1.8011012230203265,False,Leme; São Simão; São Joaquim da Barra,similaridade,0.71,0.64,0.0,66.16,16,40.0,99.24,99.24,0.0,0.0,80,0.675,alto risco/baixa eficiência,4,Alto,Alto,0.9263565891472868,0.9085271317829458,0.8416200949462171,0.5760012539239622
556,3520301,Iguape,SP,29115,0.6275668319358513,1.593455786876605,False,Leme; São Simão; São Joaquim da Barra,similaridade,0.73,0.76,61.0,73.07666666666667,24,42.3202120842809,65.63,53.6,100.0,24.6404241685618,60,0.745,alto risco/baixa eficiência,2,Alto,Alto,0.9751937984496124,0.862015503875969,0.8406321735472628,0.6556785503927799
552,3509007,Caieiras,SP,95030,0.6300702661268424,1.5871245696883678,False,Leme; São Simão; São Joaquim da Barra,similaridade,0.73,0.78,42.0,73.34,28,41.343669510371775,99.76,88.8,31.46,2.68733902074355,80,0.755,alto risco/baixa eficiência,2,Alto,Alto,0.9782945736434109,0.8558139534883721,0.8372381467459888,0.6859161909173638
543,3546306,Santa Cruz das Palmeiras,SP,28864,0.6458682638983118,1.548303355183038,False,Leme; São Joaquim da Barra; São Simão,similaridade,0.8,0.78,0.0,32.29,20,50.0,0.0,96.87,0.0,0.0,100,0.79,alto risco/baixa eficiência,4,Muito alto,Alto,0.9922480620155039,0.8418604651162791,0.8353344149990987,0.5356141283939811
557,3514809,Eldorado,SP,13069,0.626143890520096,1.5970769900339787,False,Leme; Pompéia; São Simão,similaridade,0.67,0.7,69.0,69.77333333333333,44,40.0,58.02,51.3,100.0,0.0,80,0.685,alto risco/baixa eficiência,2,Alto,Alto,0.9410852713178295,0.8635658914728682,0.8126891412775675,0.6189311816979792
595,3525102,Jardinópolis,SP,45282,0.5324441028556373,1.8781314219403276,False,São Joaquim da Barra; São Simão; Santópolis do Aguapeí,similaridade,0.71,0.58,0.0,63.97333333333333,4,40.0,95.96,95.96,0.0,0.0,80,0.645,alto risco/baixa eficiência,4,Alto,Médio,0.8806201550387597,0.9224806201550387,0.8123550267411814,0.5573280914856279
567,3538501,Piquete,SP,12490,0.6038897725946889,1.6559313394286732,False,Leme; Pompéia; Ilhabela,similaridade,0.59,0.75,0.0,47.04666666666666,40,40.0,80.64,60.5,0.0,0.0,80,0.6699999999999999,alto risco/baixa eficiência,4,Médio,Alto,0.9131782945736434,0.8790697674418605,0.8027474310438075,0.514425066247372
572,3512803,Cosmópolis,SP,59773,0.594193790730435,1.6829526252213314,False,Leme; São Simão; Pompéia,similaridade,0.65,0.67,0.0,61.04333333333333,28,43.047090751466875,92.87,90.26,0.0,6.09418150293375,80,0.66,alto risco/baixa eficiência,4,Alto,Alto,0.9031007751937985,0.8868217054263566,0.8008893696292291,0.588676749107474
616,3535408,Panorama,SP,14964,0.4866180371352785,2.0549998637267994,False,Santópolis do Aguapeí; São Simão; Dumont,similaridade,0.58,0.62,0.0,63.50666666666666,4,30.0,97.14,93.38,0.0,0.0,60,0.6,alto risco/baixa eficiência,4,Médio,Alto,0.8372093023255814,0.9550387596899225,0.7995673336938887,0.5040858715344912
570,3546801,Santa Isabel,SP,53174,0.5952333734951953,1.6800133267528754,False,São Simão; Leme; São Joaquim da Barra,similaridade,0.64,0.68,0.0,50.90333333333333,20,45.9100275156739,68.53,49.63,34.55,11.8200550313478,80,0.66,alto risco/baixa eficiência,4,Alto,Alto,0.9031007751937985,0.8837209302325582,0.798089057148008,0.5537049434016318
611,3523305,Itariri,SP,15528,0.49434093117646216,2.02289540868109,False,Leme; Pompéia; Pontal,similaridade,0.58,0.62,53.0,58.48666666666667,40,30.0,42.94,32.52,100.0,0.0,60,0.6,alto risco/baixa eficiência,4,Médio,Alto,0.8372093023255814,0.9472868217054263,0.7930773391022174,0.46733904039741453
563,3555406,Ubatuba,SP,92980,0.6128533535430087,1.6317117206242424,False,Leme; São Simão; Pompéia,similaridade,0.63,0.7,59.0,72.48,24,35.0296641580078,77.87,39.57,100.0,10.0593283160156,60,0.665,alto risco/baixa eficiência,2,Alto,Alto,0.9077519379844962,0.8728682170542635,0.7923478156360796,0.6325100345637398
508,3522505,Itapevi,SP,232513,0.7041066691928759,1.420239352577514,False,Leme; São Simão; São Joaquim da Barra,similaridade,0.76,0.91,0.0,78.96666666666665,24,37.27827266902035,96.36,82.28,58.26,14.5565453380407,60,0.835,alto risco/baixa eficiência,4,Alto,Muito alto,0.9984496124031008,0.7875968992248062,0.7863758187608918,0.7274847094788518
534,3513009,Cotia,SP,273640,0.6578624978913035,1.5200744885221087,False,Leme; Pompéia; São Simão,similaridade,0.65,0.7,0.0,73.11,40,42.92633589224913,98.76,66.49,54.08,5.85267178449825,80,0.675,alto risco/baixa eficiência,4,Alto,Alto,0.9263565891472868,0.827906976744186,0.7669370831079863,0.7097047019039543
516,3525508,Joanópolis,SP,12815,0.6922896930655551,1.4444819993951676,False,Dumont; Santópolis do Aguapeí; Leme,similaridade,0.71,0.68,0.0,78.12666666666667,4,20.0,71.06,63.73,99.59,0.0,40,0.6950000000000001,alto risco/baixa eficiência,4,Alto,Alto,0.9573643410852714,0.8,0.7658914728682171,0.6876129542872106
629,3507100,Bom Jesus dos Perdões,SP,21942,0.43939702538840475,2.2758460850208317,False,Nova Europa; Auriflama; Santópolis do Aguapeí,similaridade,0.61,0.52,0.0,60.15,8,30.0,88.17,82.84,9.44,0.0,60,0.565,alto risco/baixa eficiência,4,Alto,Médio,0.7767441860465116,0.9751937984496124,0.7574761132143502,0.49167893057118744
549,3501905,Amparo,SP,68008,0.6359835188896815,1.57236778988523,False,Leme; Pompéia; Pontal,similaridade,0.62,0.68,87.0,72.01333333333334,40,40.8613662348758,78.71,74.77,62.56,1.72273246975161,80,0.65,alto risco/baixa eficiência,2,Alto,Alto,0.8875968992248062,0.8511627906976744,0.7554894537587885,0.6799671004012723
544,3524600,Jacupiranga,SP,16116,0.6456782872300115,1.548758909471843,False,Leme; São Simão; Nova Europa,similaridade,0.68,0.63,45.0,74.81333333333333,20,32.48170019223279,66.51,57.93,100.0,4.96340038446558,60,0.655,alto risco/baixa eficiência,4,Alto,Alto,0.8914728682170543,0.8434108527131783,0.7518778919536085,0.6525127124106908
533,3538600,Piracaia,SP,26029,0.6593709738537328,1.516596938071812,False,Leme; São Simão; Santópolis do Aguapeí,similaridade,0.63,0.69,0.0,75.78666666666668,20,30.0,72.31,56.06,98.99,0.0,60,0.6599999999999999,alto risco/baixa eficiência,4,Alto,Alto,0.8968992248062015,0.8263565891472868,0.7411585842196984,0.6664018845613982
578,3506607,Biritiba Mirim,SP,29676,0.5831702349374763,1.7147651579083307,False,Nova Europa; Santópolis do Aguapeí; Auriflama,similaridade,0.64,0.55,0.0,70.37,12,30.0,60.13,51.51,99.47,0.0,60,0.595,alto risco/baixa eficiência,4,Alto,Médio,0.8263565891472868,0.896124031007752,0.7405179977164834,0.6231227404507368
597,3537206,Pedro de Toledo,SP,11281,0.5296053311875222,1.8881985152183465,False,Leme; Terra Roxa; Dumont,similaridade,0.56,0.59,35.0,66.49666666666667,36,20.127753137917605,60.34,39.15,100.0,0.255506275835208,40,0.575,alto risco/baixa eficiência,4,Médio,Médio,0.789922480620155,0.9255813953488372,0.7311375518298179,0.5375883671526771
568,3529906,Miracatu,SP,18553,0.5986448465327774,1.670439503140778,False,Nova Europa; Santópolis do Aguapeí; São Simão,similaridade,0.57,0.61,34.0,71.47,12,30.89208578859419,63.62,50.79,100.0,1.78417157718838,60,0.59,alto risco/baixa eficiência,4,Médio,Alto,0.813953488372093,0.8806201550387597,0.7167838471245719,0.6207661820874127
560,3552403,Sumaré,SP,279546,0.6223348292594882,1.6068520561349473,False,Leme; Pompéia; Pontal,similaridade,0.67,0.51,100.0,73.02333333333333,48,30.0,97.83,98.82,22.42,0.0,60,0.5900000000000001,alto risco/baixa eficiência,2,Alto,Médio,0.8186046511627907,0.8682170542635659,0.7107265188390121,0.6989384822335
612,3526506,Lavínia,SP,9689,0.49421466464569896,2.0234122366985954,False,Nova Europa; Auriflama; Motuca,similaridade,0.6,0.48,0.0,64.04666666666667,8,33.66099182068324,48.81,44.52,98.81,7.32198364136649,60,0.54,alto risco/baixa eficiência,4,Alto,Médio,0.748062015503876,0.9488372093023256,0.7097890751757707,0.4930544398403674
498,3506003,Bauru,SP,379146,0.7185548205995356,1.3916822646400688,False,Leme; Pompéia; Presidente Prudente,similaridade,0.67,0.65,100.0,62.78666666666667,36,51.86596474475758,90.22,94.14,4.0,3.73192948951515,100,0.66,alto risco/baixa eficiência,2,Alto,Alto,0.9031007751937985,0.772093023255814,0.6972778078240491,0.6835308104077291
537,3530201,Mirante do Paranapanema,SP,15917,0.6545879120879121,1.527678683846057,False,Nova Europa; Santópolis do Aguapeí; Auriflama,similaridade,0.7,0.5,0.0,75.44666666666667,8,32.89620685755927,70.02,56.32,100.0,5.79241371511854,60,0.6,alto risco/baixa eficiência,4,Alto,Médio,0.8372093023255814,0.8325581395348837,0.697025419145484,0.6608464206591639
485,3521705,Itaberá,SP,17983,0.7317042653636379,1.366672366605689,False,Leme; Terra Roxa; Dumont,similaridade,0.67,0.68,0.0,80.89666666666666,44,20.0,77.59,65.1,100.0,0.0,40,0.675,alto risco/baixa eficiência,4,Alto,Alto,0.9263565891472868,0.751937984496124,0.6965627065681149,0.7249834305732665
583,3537800,Piedade,SP,52970,0.5627172126142429,1.777091543644544,False,Pompéia; Pontal; Presidente Prudente,similaridade,0.59,0.52,0.0,64.87666666666667,24,40.0,61.52,33.54,99.57,0.0,80,0.5549999999999999,alto risco/baixa eficiência,4,Médio,Médio,0.7674418604651163,0.9038759689922481,0.6936722552731207,0.5903413180751745
526,3518503,Guareí,SP,15013,0.6825359984842745,1.4651241871794691,False,Nova Europa; Santópolis do Aguapeí; Auriflama,similaridade,0.67,0.54,0.0,77.43333333333334,12,30.04541970825847,84.09,48.21,100.0,0.0908394165169427,60,0.605,alto risco/baixa eficiência,4,Alto,Médio,0.8496124031007752,0.8155038759689922,0.6928622078000121,0.7112224975322686
554,3506706,Boa Esperança do Sul,SP,12978,0.6284686434255399,1.5911692818107617,False,Dumont; Paulo de Faria; Terra Roxa,similaridade,0.63,0.53,0.0,73.58999999999999,0,0.0,77.05,77.05,66.67,0.0,0,0.5800000000000001,alto risco/baixa eficiência,4,Alto,Médio,0.7992248062015503,0.8589147286821706,0.686465957574665,0.6748361909249987
550,3501202,Álvares Florence,SP,3915,0.6341895604395603,1.5768156122073256,False,Paulo de Faria; Dumont; Santópolis do Aguapeí,similaridade,0.7,0.46,0.0,73.99666666666666,4,20.30759759269265,67.96,67.75,86.28,20.6151951853853,20,0.58,alto risco/baixa eficiência,4,Alto,Médio,0.7953488372093023,0.8527131782945736,0.6782044348296375,0.6549624581937292
520,3515103,Embu-Guaçu,SP,66970,0.6890071996968549,1.45136364386319,False,Pompéia; Leme; Pontal,similaridade,0.61,0.58,64.0,77.89333333333333,28,41.11998844090412,90.26,43.42,100.0,2.23997688180824,80,0.595,alto risco/baixa eficiência,2,Alto,Médio,0.8263565891472868,0.8062015503875969,0.6662099633435491,0.7295855631310018
565,3544004,Rio das Pedras,SP,31328,0.6074105747434899,1.64633287858431,False,Monte Alto; Presidente Prudente; Pontal,similaridade,0.64,0.45,32.0,66.66666666666667,12,47.0747571961654,100.0,100.0,0.0,14.1495143923308,80,0.545,alto risco/baixa eficiência,4,Alto,Médio,0.7565891472868217,0.875968992248062,0.6627486328946578,0.5941011412143344
538,3502705,Apiaí,SP,24585,0.6543397212576308,1.5282581318432196,False,Lins; Leme; Pompéia,similaridade,0.58,0.57,72.0,75.2,60,30.0,72.96,52.64,100.0,0.0,60,0.575,alto risco/baixa eficiência,2,Médio,Médio,0.789922480620155,0.834108527131783,0.6588810768583618,0.6517981219364565
542,3502754,Araçariguama,SP,21522,0.6467099280030314,1.5462883074764124,False,Terra Roxa; Paulo de Faria; Dumont,similaridade,0.6,0.48,0.0,74.88666666666667,12,10.0,74.15,50.51,100.0,0.0,20,0.54,alto risco/baixa eficiência,4,Alto,Médio,0.748062015503876,0.8403100775193798,0.6286040502373655,0.6430887109784363
505,3551405,Serra Azul,SP,12746,0.7070087812967217,1.414409589320665,False,Monte Alto; Presidente Prudente; São Joaquim da Barra,similaridade,0.64,0.52,0.0,78.34333333333333,4,50.0,70.43,64.6,100.0,0.0,100,0.5800000000000001,alto risco/baixa eficiência,4,Alto,Médio,0.7992248062015503,0.7829457364341085,0.6257496544678804,0.7114091827031198
530,3548609,São Bento do Sapucaí,SP,11684,0.6651906566143875,1.503328391727099,False,Lins; Ituverava; Paulínia,similaridade,0.47,0.61,0.0,70.87,56,40.0,65.92,46.69,100.0,0.0,80,0.54,alto risco/baixa eficiência,4,Médio,Alto,0.748062015503876,0.8217054263565892,0.6146866173907818,0.6426622712463474
